Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Prediction
Generic Models,Generic Models 78,Generic Models 12,Generic Models 78,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 79,Generic Models 13,Generic Models 79,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 80,Generic Models 12,Generic Models 80,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 81,Generic Models 15,Generic Models 81,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 82,Generic Models 82,Generic Models 82,,,SS316 CABLE 8MM DIA,MCR07,Generic Models 82,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 83,Generic Models 83,Generic Models 83,,,SS316 CABLE 8MM DIA,MCR07,Generic Models 83,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 84,Generic Models 83,Generic Models 84,,,SS316 CABLE 8MM DIA,MCR07,Generic Models 83,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 85,Generic Models 83,Generic Models 85,,,SS316 CABLE 8MM DIA,MCR07,Generic Models 83,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 86,Generic Models 83,Generic Models 86,,,SS316 CABLE 8MM DIA,MCR07,Generic Models 83,,<By Category>,Generic Model (MISC)
Generic Models,11112_WAVELINE-220-405_,TGW-220,11112_WAVELINE-220-405_,,,Slotted Collection - TGW -220,MCR07,TGW-220,,"Jonite Stone (reinforced),<By Category>",Generic Model (MISC)
Generic Models,11112_WAVELINE-220-405_,TGW-220,11112_WAVELINE-220-405_,,,Slotted Collection - TGW -220,MCR07,TGW-220,,"Jonite Stone (reinforced),<By Category>",Generic Model (MISC)
Generic Models,NEW,TGW-220,NEW,,,Slotted Collection - TGW -220,MCR07,TGW-220,,"Jonite Stone (reinforced),<By Category>",Generic Model (MISC)
Generic Models,GUARD POST SIGNAGE,GUARD POST SIGNAGE,GUARD POST SIGNAGE,,,GUARD POST ROOM SIGNAGE,MCR07,GUARD POST SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,MALE TOILET_SYMBOL SIGNAGE,MALE TOILET_SYMBOL SIGNAGE,MALE TOILET_SYMBOL SIGNAGE,,,MALE TOILET SIGNAGE,MCR07,MALE TOILET_SYMBOL SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,Fire Extinguisher2,Fire Extinguisher,Fire Extinguisher2,,,FIRE EXTINGUISHER SIGNAGE,MCR07,Fire Extinguisher,,Aluminum,Generic Model (MISC)
Generic Models,Generic Models 90,Generic Models 90,Generic Models 90,,,NA,MCR07,Generic Models 90,,<By Category>,Generic Model (MISC)
Generic Models,NO ENTRY,NO ENTRY,NO ENTRY,,,NO ENTRY SIGNAGE,MCR07,NO ENTRY,,Aluminum,Generic Model (MISC)
Generic Models,NO ENTRY,NO ENTRY,NO ENTRY,,,NO ENTRY SIGNAGE,MCR07,NO ENTRY,,Aluminum,Generic Model (MISC)
Generic Models,RESTRICTED AREA,RESTRICTED AREA,RESTRICTED AREA,,,RESTRICTED AREA SIGNAGE,MCR07,RESTRICTED AREA,,Aluminum,Generic Model (MISC)
Generic Models,RESTRICTED AREA,RESTRICTED AREA,RESTRICTED AREA,,,RESTRICTED AREA SIGNAGE,MCR07,RESTRICTED AREA,,Aluminum,Generic Model (MISC)
Generic Models,SANITARY SEWER DUCT,SANITARY SEWER DUCT,SANITARY SEWER DUCT,,,SANITARY SEWER SIGNAGE,MCR07,SANITARY SEWER DUCT,,Aluminum,Generic Model (MISC)
Generic Models,SANITARY SEWER DUCT,SANITARY SEWER DUCT,SANITARY SEWER DUCT,,,SANITARY SEWER SIGNAGE,MCR07,SANITARY SEWER DUCT,,Aluminum,Generic Model (MISC)
Generic Models,Directional signage 1,Directional signage 1,Directional signage 1,,,DIRECTIONAL SIGNAGE,MCR07,Directional signage 1,,Aluminum,Generic Model (MISC)
Generic Models,Directional signage 2,Directional signage 2,Directional signage 2,,,DIRECTIONAL SIGNAGE,MCR07,Directional signage 2,,Aluminum,Generic Model (MISC)
Generic Models,Directional signage 3,Directional signage 3,Directional signage 3,,,ACCESSIBLE DIRECTIONAL SIGNAGE,MCR07,Directional signage 3,,Aluminum,Generic Model (MISC)
Generic Models,Directional signage 3,Directional signage 3,Directional signage 3,,,ACCESSIBLE DIRECTIONAL SIGNAGE,MCR07,Directional signage 3,,Aluminum,Generic Model (MISC)
Generic Models,Directional signage 3,Directional signage 3,Directional signage 3,,,ACCESSIBLE DIRECTIONAL SIGNAGE,MCR07,Directional signage 3,,Aluminum,Generic Model (MISC)
Generic Models,Directional signage 3,Directional signage 3,Directional signage 3,,,ACCESSIBLE DIRECTIONAL SIGNAGE,MCR07,Directional signage 3,,Aluminum,Generic Model (MISC)
Generic Models,Directional signage 4,Directional signage 4,Directional signage 4,,,ACCESSIBLE DIRECTIONAL SIGNAGE,MCR07,Directional signage 4,,Aluminum,Generic Model (MISC)
Generic Models,LIGHTNING WARNING SIGNAGE,LIGHTNING WARNING SIGNAGE,LIGHTNING WARNING SIGNAGE,,,LIGHTNING WARNING SIGNAGE,MCR07,LIGHTNING WARNING SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,FE,FE,FE,,,FIRE EXTINGUISHER SIGNAGE,MCR07,FE,,Aluminum,Generic Model (MISC)
Generic Models,FE,FE,FE,,,FIRE EXTINGUISHER SIGNAGE,MCR07,FE,,Aluminum,Generic Model (MISC)
Generic Models,RB,RB,RB,,,EXIT REQUEST BUTTON SIGNAGE,MCR07,RB,,Aluminum,Generic Model (MISC)
Generic Models,RB,RB,RB,,,EXIT REQUEST BUTTON SIGNAGE,MCR07,RB,,Aluminum,Generic Model (MISC)
Generic Models,HR,HR,HR,,,HOSE REEL SIGNAGE,MCR07,HR,,Aluminum,Generic Model (MISC)
Generic Models,PWD PARKING,PWD PARKING,PWD PARKING,,,PWD PARKING SIGNAGE,MCR07,PWD PARKING,,Metal - Aluminum,Generic Model (MISC)
Generic Models,JANITOR,JANITOR,JANITOR,,,JANITOR ROOM SIGNAGE,MCR07,JANITOR,,Aluminum,Generic Model (MISC)
Generic Models,VISITOR PLEASE PROCEED TO GUARDHOUSE SIGN,VISITOR PLEASE PROCEED TO GUARDHOUSE SIGN,VISITOR PLEASE PROCEED TO GUARDHOUSE SIGN,,,VISITOR PLEASE PROCEED TO GUARDHOUSE SIGNAGE,MCR07,VISITOR PLEASE PROCEED TO GUARDHOUSE SIGN,,Aluminum,Generic Model (MISC)
Furniture,Chair-Desk,Chair-Desk,Chair-Desk,E2020200,Furniture & Accessories,MID BACK MESH CHAIR WITH ARMREST,MCR06,Chair-Desk,,Black Leather,"Furniture, Fitting"
Furniture,Chair-Desk,Chair-Desk,Chair-Desk,E2020200,Furniture & Accessories,MID BACK MESH CHAIR WITH ARMREST,MCR06,Chair-Desk,,Black Leather,"Furniture, Fitting"
Furniture,Desk-Guard Post,800x1500,Desk-Guard Post,E2020200,Furniture & Accessories,T2 SERIES - RECTANGULAR TABLE WITH WOODEN MODESTY PANEL,MCR06,800x1500,,Wood-ladderback chair,"Furniture, Fitting"
Furniture,Desk-Guard Post,800x1500,Desk-Guard Post,E2020200,Furniture & Accessories,T2 SERIES - RECTANGULAR TABLE WITH WOODEN MODESTY PANEL,MCR06,800x1500,,Wood-ladderback chair,"Furniture, Fitting"
Furniture,Low Cabinet_FAA,Low Cabinet_FAA,Low Cabinet_FAA,E2020200,Furniture & Accessories,LOW HEIGHT STEEL SWING DOOR CABINET,MCR06,Low Cabinet_FAA,,Steel,"Furniture, Fitting"
Furniture,Table-Rectangular,1400x5600,Table-Rectangular,E2020200,Furniture & Accessories,MEETING ROOM TABLE,MCR06,1400x5600,,Steel,"Furniture, Fitting"
Furniture,Simple_examination_couch_10807,Simple_examination_couch_10807,Simple_examination_couch_10807,E2020200,Furniture & Accessories,FIRST AID COUCH,MCR06,Simple_examination_couch_10807,,Black Leather,"Furniture, Fitting"
Furniture,NBS_GarranLockersLtd_Lckrs_EquipmentLockers,381L x 457D x 1828H,NBS_GarranLockersLtd_Lckrs_EquipmentLockers,126.5,,Emergency service locker,MCR06,381L x 457D x 1828H,,Steel,"Furniture, Fitting"
Furniture,SOFA_-_LOVESEAT_20370,SOFA_-_LOVESEAT_20370,SOFA_-_LOVESEAT_20370,,,SOFA,MCR06,SOFA_-_LOVESEAT_20370,,FABRIC,"Furniture, Fitting"
Furniture,Reece_Chair_18706,Reece_Chair_18706,Reece_Chair_18706,E2020200,Furniture & Accessories,Type Catalog,MCR06,Reece_Chair_18706,,FABRIC,"Furniture, Fitting"
Furniture,Table_with_8_ladderback_chairs_4708 (1),740X1180X750,Table_with_8_ladderback_chairs_4708 (1),,,DINNING TABLE,MCR06,740X1180X750,,WOOD,Furniture System
Furniture,HermanMiller_Seating_Embody_WorkChair,Std-Ht Fully Adj Arms,HermanMiller_Seating_Embody_WorkChair,E2020200,Furniture & Accessories,MID BACK MESH CHAIR WITH ARMREST,Embody Chair,Std-Ht Fully Adj Arms,,FABRIC,"Furniture, Fitting"
Furniture,HermanMiller_Seating_Embody_WorkChair,Std-Ht Fully Adj Arms,HermanMiller_Seating_Embody_WorkChair,E2020200,Furniture & Accessories,MID BACK MESH CHAIR WITH ARMREST,Embody Chair,Std-Ht Fully Adj Arms,,FABRIC,"Furniture, Fitting"
Furniture,Low Cabinet_Guard Post,Low Cabinet_Guard Post,Low Cabinet_Guard Post,,,PEDESTAL DRAWER,MCR06,Low Cabinet_Guard Post,,Steel,"Furniture, Fitting"
Furniture,Low Cabinet_Guard Post,Low Cabinet_Guard Post,Low Cabinet_Guard Post,,,PEDESTAL DRAWER,MCR06,Low Cabinet_Guard Post,,Steel,"Furniture, Fitting"
Furniture,Hight Cabinet_FAA,Hight Cabinet_FAA,Hight Cabinet_FAA,,,FULL HEIGHT STEEL SWING DOOR CABINET,MCR06,Hight Cabinet_FAA,,Steel,"Furniture, Fitting"
Furniture,Hight Cabinet_FAA,Hight Cabinet_FAA,Hight Cabinet_FAA,,,FULL HEIGHT STEEL SWING DOOR CABINET,MCR06,Hight Cabinet_FAA,,Steel,"Furniture, Fitting"
Plumbing Fixtures,WASH BASIN LU3310A ,AR_SAN-001_440 x 350mm,WASH BASIN LU3310A,C1030210,Bath & Toilet Accessories - Commercial,UNDERCOUNTER LAVATORY,MCR09,AR_SAN-001_440 x 350mm,,Steel,Basin
Plumbing Fixtures,WASH BASIN LU3310A ,AR_SAN-001_440 x 350mm,WASH BASIN LU3310A,C1030210,Bath & Toilet Accessories - Commercial,UNDERCOUNTER LAVATORY,MCR09,AR_SAN-001_440 x 350mm,,Steel,Basin
Plumbing Fixtures,OMC2-TOTO-Handwash Basin-wtith auto sensor,TOTO-Handwash Basin-LW236J-LW242HFJ,OMC2-TOTO-Handwash Basin-wtith auto sensor,,,WALL HUNG LAVATORY,MCR09,TOTO-Handwash Basin-LW236J-LW242HFJ,,Water Closet - Ceramic,Basin
Plumbing Fixtures,LOUIS-Grab Bar-LGF7010,STAINLESS STEEL SWING-UP GRAB BAR,LOUIS-Grab Bar-LGF7010,,,STAINLESS STEEL SWING UP GRAB BAR,MCR09,STAINLESS STEEL SWING-UP GRAB BAR,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,LOUIS-Grab Bar-LGF7010,STAINLESS STEEL SWING-UP GRAB BAR,LOUIS-Grab Bar-LGF7010,,,STAINLESS STEEL SWING UP GRAB BAR,MCR09,STAINLESS STEEL SWING-UP GRAB BAR,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,LOUIS-Grab Bar-LGC12075-76,LOUIS-Grab Bar-LGC12075-76,LOUIS-Grab Bar-LGC12075-76,,,HANDICAP GRAB BAR,MCR09,LOUIS-Grab Bar-LGC12075-76,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,LOUIS-Grab Bar-LGC12075-76,LOUIS-Grab Bar-LGC12075-76,LOUIS-Grab Bar-LGC12075-76,,,HANDICAP GRAB BAR,MCR09,LOUIS-Grab Bar-LGC12075-76,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,LOUIS-Shower Seat-LSS5334,LOUIS-Shower Seat-LSS5334,LOUIS-Shower Seat-LSS5334,,,SHOWER SEAT,MCR09,LOUIS-Shower Seat-LSS5334,,Nylon,Water Closet
Plumbing Fixtures,TOTO-Shower Fittings-TX433SJN n  LOUIS E1,TOTO-Shower Fittings-TX433SJN n  LOUIS E301001,TOTO-Shower Fittings-TX433SJN n LOUIS E1,,,CONCEALED SHOWER MIXER,MCR09,TOTO-Shower Fittings-TX433SJN n  LOUIS E301001,,BRASS WITH CHROME FINISHING,Shower
Plumbing Fixtures,LOUIS-Grab Bar-LGL75L80,LOUIS-Grab Bars-LGL75L80,LOUIS-Grab Bar-LGL75L80,,,HANDICAP GRAB BAR,MCR09,LOUIS-Grab Bars-LGL75L80,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,LOUIS-Toilet Accessories-PC245HC,LOUIS-Toilet Accessories-PC245HC,LOUIS-Toilet Accessories-PC245HC,,,ROBE HOOK,MCR09,LOUIS-Toilet Accessories-PC245HC,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,LOUIS-Toilet Accessories-PC245HC,LOUIS-Toilet Accessories-PC245HC,LOUIS-Toilet Accessories-PC245HC,,,ROBE HOOK,MCR09,LOUIS-Toilet Accessories-PC245HC,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,RIGEL WH2105BP WALL HUNG WC,RIGEL WH2105BP WALL HUNG WC,RIGEL WH2105BP WALL HUNG WC,,,PEDESTAL WATER CLOSET,MCR09,RIGEL WH2105BP WALL HUNG WC,,Water Closet - Ceramic,Water Closet
Plumbing Fixtures,RIGEL WH2105BP WALL HUNG WC,RIGEL WH2105BP WALL HUNG WC,RIGEL WH2105BP WALL HUNG WC,,,PEDESTAL WATER CLOSET,MCR09,RIGEL WH2105BP WALL HUNG WC,,Water Closet - Ceramic,Water Closet
Plumbing Fixtures,LOUIS-Grab Bar-LG4545-Vertical,TOTO-Grab Bar-LG4545-Vertical,LOUIS-Grab Bar-LG4545-Vertical,,,HANDICAP GRAB BAR,MCR09,TOTO-Grab Bar-LG4545-Vertical,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,LOUIS-Grab Bar-LG4545-Vertical,TOTO-Grab Bar-LG4545-Vertical,LOUIS-Grab Bar-LG4545-Vertical,,,HANDICAP GRAB BAR,MCR09,TOTO-Grab Bar-LG4545-Vertical,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,TOTO_Bidet Spray_TX403SMCRB,TOTO_Bidet Spray_TX403SMCRB,TOTO_Bidet Spray_TX403SMCRB,,,HAND BIDET SPRAYER WITH METALLIC PVC HOSE,MCR09,TOTO_Bidet Spray_TX403SMCRB,,Metal - Chrome Polished,Bidet and Bidet Shower
Plumbing Fixtures,TOTO_Bidet Spray_TX403SMCRB,TOTO_Bidet Spray_TX403SMCRB,TOTO_Bidet Spray_TX403SMCRB,,,HAND BIDET SPRAYER WITH METALLIC PVC HOSE,MCR09,TOTO_Bidet Spray_TX403SMCRB,,Metal - Chrome Polished,Bidet and Bidet Shower
Plumbing Fixtures,ISI_IdealStandard_WCPans_Tempo_T3279,T3279 - Tempo back to wall WC pan with horizontal outlet,ISI_IdealStandard_WCSeats_Tempo_SeatAndCover,C1030200,Bath & Toilet Accessories,"Tempo seat & cover,  slow close",NA,"T697301 - Tempo Seat & Cover, Slow Close",,<By Category>,Water Closet
Plumbing Fixtures,ISI_IdealStandard_WCPans_Tempo_T3279,T3279 - Tempo back to wall WC pan with horizontal outlet,ISI_IdealStandard_WCPans_Tempo_T3279,C1030200,Bath & Toilet Accessories,Tempo back-to-wall wc pan with horizontal outlet,MCR09,T3279 - Tempo back to wall WC pan with horizontal outlet,,Water Closet - Ceramic,Water Closet
Plumbing Fixtures,Sanitary-Equipment_Duravit_Urinal-Ben_084737,084737 White Alpin,Sanitary-Equipment_Duravit_Urinal-Ben_084737,,,WALL HUNG URINAL,MCR09,084737 White Alpin,,Water Closet - Ceramic,Urinal
Plumbing Fixtures,OMC2-TOTO-Handwash Basin-LW236J-LW242HFJ,TOTO-Handwash Basin-LW236J-LW242HFJ,OMC2-TOTO-Handwash Basin-LW236J-LW242HFJ,,,WALL HUNG LAVATORY,MCR09,TOTO-Handwash Basin-LW236J-LW242HFJ,,Water Closet - Ceramic,Basin
Plumbing Fixtures,TOTO-Flush Valve-TEF75LSV3,TEF75LSV3_E.BOX ON,TOTO-Flush Valve-TEF75LSV3,,,SENSE FLUSH VALVE - CONCEALED BOX,MCR09,TEF75LSV3_E.BOX ON,,Steel,Water Closet
Plumbing Fixtures,ASH_ArmitageShanks_Sinks_Stewart,"S6006 - Stewart Inset Sink, Single Bowl - Right Hand Drainer",ASH_ArmitageShanks_PillarTaps_Markwik_S8265,C1030200,Bath & Toilet Accessories,"Markwik Â½ high neck pillar taps h &c""",MCR09,"S8265AA - Markwik Â½ High Neck Pillar Taps H & C""",,Stainless Steel,Tapware
Plumbing Fixtures,ASH_ArmitageShanks_Sinks_Stewart,"S6006 - Stewart Inset Sink, Single Bowl - Right Hand Drainer",ASH_ArmitageShanks_Sinks_Stewart,C1030200,Bath & Toilet Accessories,"Stewart inset sink, single bowl, right hand drainer",MCR09,"S6006 - Stewart Inset Sink, Single Bowl - Right Hand Drainer",,Stainless Steel,Tapware
Plumbing Fixtures,Sink_Service-Floor_Mount-Zurn-Z5420,Z5420,Sink_Service-Floor_Mount-Zurn-Z5420,D2010310,Lavatories - Single,"Floor-Mounted, Siphon Jet Vitreous China Service Sink",MCR09,Z5420,,Water Closet - Ceramic,Water Closet
Plumbing Fixtures,Deck Mounted Sensor Tap,Line-sensor Technology Sensor Faucet,Deck Mounted Sensor Tap, ,,"Sensor Tap, Deck Mounted",MCR09,Line-sensor Technology Sensor Faucet,,BRASS WITH CHROME FINISHING,Tapware
Plumbing Fixtures,Rigel-Flush Valve-W3-R-AFS202CLTV1,TEF75LSV3_E.BOX ON,Rigel-Flush Valve-W3-R-AFS202CLTV1,,,URINAL SENSE FLUSH VALVE -CONCEALED BOX,MCR09,TEF75LSV3_E.BOX ON,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,HAND DRYER,HANDDRYER,HAND DRYER,,,WALL MOUNTED HIGH SPEED HAND DRYER,MCR09,HANDDRYER,,ABS CASING,General Plumbing Fixture Item
Plumbing Fixtures,grab Bar-LG4545-Vertical,TOTO-Grab Bar-LG4545-Vertical,grab Bar-LG4545-Vertical,,,STRAIGHT GRAB BAR,MCR09,TOTO-Grab Bar-LG4545-Vertical,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,TP_Holder_Jumbo_Double_7195,TP_Holder_Jumbo_Double_7195,TP_Holder_Jumbo_Double_7195,,,"SURFACE MOUNTED 9 TWIN ROLL DOUBLE PAPER HOLDER""",MCR09,TP_Holder_Jumbo_Double_7195,,ABS CASING,General Plumbing Fixture Item
Plumbing Fixtures,TP_Holder_Jumbo_Double_7195,TP_Holder_Jumbo_Double_7195,TP_Holder_Jumbo_Double_7195,,,"SURFACE MOUNTED 9 TWIN ROLL DOUBLE PAPER HOLDER""",MCR09,TP_Holder_Jumbo_Double_7195,,ABS CASING,General Plumbing Fixture Item
Plumbing Fixtures,Soap_Dispenser_11246,Soap_Dispenser_11246,Soap_Dispenser_11246,,,MANUAL SOAP DISPENSER,MCR09,Soap_Dispenser_11246,,ABS CASING,General Plumbing Fixture Item
Plumbing Fixtures,Soap_Dispenser_11246,Soap_Dispenser_11246,Soap_Dispenser_11246,,,MANUAL SOAP DISPENSER,MCR09,Soap_Dispenser_11246,,ABS CASING,General Plumbing Fixture Item
Plumbing Fixtures,EXPOSED MOUNT WASTE RECEPTACLE,BOBRICK B-43944 SEMI-RECESSED TOWEL DISP & WASTE RECEPT,EXPOSED MOUNT WASTE RECEPTACLE,,,WALL MOUNTED WASTE RECEPTACLE,MCR09,BOBRICK B-43944 SEMI-RECESSED TOWEL DISP & WASTE RECEPT,,Stainless Steel,General Plumbing Fixture Item
Plumbing Fixtures,Sanitary_Taps-Mixers_Gessi_54110,Default,Sanitary_Taps-Mixers_Gessi_54110,,,WALL MOUNTED BIB TAP WITH LONG SWIVEL SPOUT,MCR09,Default,,BRASS WITH CHROME FINISHING,Tapware
Specialty Equipment,,,Roof_Ladder-with_Cage_6650,,,,,,,,General Speciality Equipment Item
Specialty Equipment,,,Roof_Ladder-with_Cage_2849,,,,,,,,General Speciality Equipment Item
Specialty Equipment,,,Roof_Ladder-with_Cage_2849,,,,,,,,General Speciality Equipment Item
Specialty Equipment,,,Roof_Ladder-with_Cage_2849,,,,,,,,General Speciality Equipment Item
Specialty Equipment,Gate-Pedestrian-Alvarado-MSGX,FENCING DOOR,Gate-Pedestrian-Alvarado-MSGX,E1010110,Security Equipment,MSG Full Height Pedestrian Security Gate,FENCING DOOR,FENCING DOOR,,,General Speciality Equipment Item
Specialty Equipment,,,Roof_Ladder-with_Cage_Hydrant Tank @ 2400,,,,,,,,General Speciality Equipment Item
Specialty Equipment,,,Refridgerator,,,,,,,,Refrigerator
Specialty Equipment,,,Catladder 1,,,,,,,,General Speciality Equipment Item
Specialty Equipment,,,Catladder @ Wall,,,,,,,,General Speciality Equipment Item
Specialty Equipment,,,Bolt assembly,,,,,,,,Specialist M&E Appliance and Equipment
Specialty Equipment,,,FAA_MCB_Roof_Ladder-with_Cage,,,,,,,,General Speciality Equipment Item
Specialty Equipment,Anemometer,Anemometer,Anemometer,E1090900,Other Equipment,WIND ANEMOMETER,MCR14,Anemometer,,,Specialist M&E Appliance and Equipment
Specialty Equipment,,,WINDSOCK_21706,,,,,,,,General Speciality Equipment Item
Specialty Equipment,,,WINDSOCK_21706,,,,,,,,General Speciality Equipment Item
Specialty Equipment,Bicycle Parking,Bicycle Parking,Bicycle Parking,E1030900,Other Vehicular Equipment,Double Loop Bick Rack,MCR14,Bicycle Parking,,,General Speciality Equipment Item
Casework,PC Vent186,PC Vent,PC Vent186,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent187,PC Vent,PC Vent187,E2010200,Fixed Casework,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent197,PC Vent,PC Vent197,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent198,PC Vent,PC Vent198,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent199,PC Vent,PC Vent199,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent200,PC Vent,PC Vent200,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent201,PC Vent,PC Vent201,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent202,PC Vent,PC Vent202,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent203,PC Vent,PC Vent203,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent204,PC Vent,PC Vent204,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent209,PC Vent,PC Vent209,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent210,PC Vent,PC Vent210,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent211,PC Vent,PC Vent211,E2010200,Fixed Casework,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent212,PC Vent,PC Vent212,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent225,PC Vent,PC Vent225,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent226,PC Vent,PC Vent226,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent227,PC Vent,PC Vent227,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent228,PC Vent,PC Vent228,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent325,PC Vent,PC Vent325,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent326,PC Vent,PC Vent326,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent327,PC Vent,PC Vent327,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent328,PC Vent,PC Vent328,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent329,PC Vent,PC Vent329,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent337,PC Vent,PC Vent337,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent338,PC Vent,PC Vent338,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent339,PC Vent,PC Vent339,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent340,PC Vent,PC Vent340,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent341,PC Vent,PC Vent341,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent342,PC Vent,PC Vent342,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent343,PC Vent,PC Vent343,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent416,PC Vent,PC Vent416,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent417,PC Vent,PC Vent417,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent418,PC Vent,PC Vent418,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent419,PC Vent,PC Vent419,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent420,PC Vent,PC Vent420,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,PC Vent444,PC Vent,PC Vent444,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
Casework,Countertop_Straight_with_Sink,600 mm Depth,Sink Kitchen-Double,D2010410,Sinks - Kitchen,INSERT TYPE DOUBLE BOWL SINK,MCR09,"42 x 21""""",,Stainless Steel - Alvarado - 304 - Satin,Counter/Benchtop
Casework,Countertop_Straight_with_Sink,600 mm Depth,Countertop_Straight_with_Sink,C1030400,Fabricated Cabinets & Counters,COUNTER TOP WORKMAN RESTROOM,MCR01,600 mm Depth,,Steel,Counter/Benchtop
Casework,PC Vent61,PC Vent,PC Vent61,,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,Fixed Screen/Divider
